set,cardNumber,name,category,status,compiledAbilities,effectAbilities,triggers,parserReview,effectText
OP02,OP02-093,Smoker,leader,unimplemented,0,1,,yes,"[DON!! x1] [Activate: Main] [Once Per Turn] Give up to 1 of your opponent's Characters −1 cost during this turn. Then, if there is a Character with a cost of 0, this Leader gains +1000 power during this turn."
OP02,OP02-094,Isuka,character,unimplemented,0,1,,yes,"[DON!! x1] [Once Per Turn] When this Character battles and K.O.'s your opponent's Character, set this Character as active."
OP02,OP02-095,Onigumo,character,keyword,0,0,,yes,"If there is a Character with a cost of 0, this Character gains [Banish]. (When this card deals damage, the target card is trashed without activating its Trigger.)"
OP02,OP02-096,Kuzan,character,partial,1,2,onPlay,,[On Play] Draw 1 card. [When Attacking] Give up to 1 of your opponent's Characters −4 cost during this turn.
OP02,OP02-097,Komille,character,unimplemented,0,1,,yes,Navy
OP02,OP02-098,Koby,character,unimplemented,0,1,,yes,[On Play] You may trash 1 card from your hand: K.O. up to 1 of your opponent's Characters with a cost of 3 or less.
OP02,OP02-099,Sakazuki,character,unimplemented,0,1,,yes,[On Play] You may trash 1 card from your hand: K.O. up to 1 of your opponent's Characters with a cost of 5 or less.
OP02,OP02-100,Jango,character,unimplemented,0,1,,yes,"If you have [Fullbody], this Character cannot be K.O.'d in battle."
OP02,OP02-101,Strawberry,character,unimplemented,0,1,,yes,"[When Attacking] If there is a Character with a cost of 0, your opponent cannot activate the [Blocker] of any Character with a cost of 5 or less during this battle."
OP02,OP02-102,Smoker,character,unimplemented,0,2,,yes,"This Character cannot be K.O.'d by effects. [When Attacking] If there is a Character with a cost of 0, this Character gains +2000 power during this battle."
OP02,OP02-103,Sengoku,character,unimplemented,0,1,,,[DON!! x1] [When Attacking] Give up to 1 of your opponent's Characters −2 cost during this turn.
OP02,OP02-104,Sentomaru,character,unimplemented,0,1,,yes,[Trigger] Play this card.
OP02,OP02-105,Tashigi,character,unimplemented,0,1,,,[DON!! x1] [When Attacking] Give up to 1 of your opponent's Characters −3 cost during this turn.
OP02,OP02-106,Tsuru,character,unimplemented,0,1,,,[On Play] Give up to 1 of your opponent's Characters −2 cost during this turn.
OP02,OP02-107,Doberman,character,unimplemented,0,1,,yes,Navy
OP02,OP02-108,Donquixote Rosinante,character,keyword,0,0,,,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)"
OP02,OP02-109,Jaguar.D.Saul,character,unimplemented,0,1,,yes,Giant/Navy
OP02,OP02-110,Hina,character,unimplemented,0,1,,yes,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.) [On Block] Select up to 1 of your opponent's Characters with a cost of 6 or less. The selected Character cannot attack during this turn."
OP02,OP02-111,Fullbody,character,unimplemented,0,1,,yes,"[When Attacking] If you have [Jango], this card gains +3000 power during this battle."
OP02,OP02-112,Bell-mère,character,unimplemented,0,1,,yes,"[Activate: Main] You may rest this Character: Give up to 1 of your opponent's Characters −1 cost during this turn. Then, up to 1 of your Leader or Character cards gains +1000 power during this turn."
OP02,OP02-113,Helmeppo,character,unimplemented,0,2,,yes,"[When Attacking] Give up to 1 of your opponent's Characters −2 cost during this turn. Then, if there is a Character with a cost of 0, this Character gains +2000 power during this battle. [Trigger] Play this card."
OP02,OP02-114,Borsalino,character,unimplemented,0,1,,yes,"[Opponent's Turn] This Character gains +1000 power and cannot be K.O.'d by effects. [Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)"
OP02,OP02-115,Monkey.D.Garp,character,unimplemented,0,1,,yes,[DON!! x2] [When Attacking] K.O. up to 1 of your opponent's Characters with a cost of 0.
OP02,OP02-116,Yamakaji,character,unimplemented,0,1,,yes,Navy
OP02,OP02-117,Ice Age,event,partial,1,2,trigger,yes,[Main] Give up to 1 of your opponent's Characters −5 cost during this turn. [Trigger] K.O. up to 1 of your opponent's Characters with a cost of 3 or less.
OP02,OP02-118,Yasakani Sacred Jewel,event,unimplemented,0,2,,yes,[Counter] You may trash 1 card from your hand: Select up to 1 of your Characters. The selected Character cannot be K.O.'d during this battle. [Trigger] K.O. up to 1 of your opponent's Stages with a cost of 3 or less.
OP02,OP02-119,Meteor Volcano,event,complete,2,2,activateMain|trigger,yes,[Main] K.O. up to 1 of your opponent's Characters with a cost of 1 or less. [Trigger] Draw 2 cards and trash 1 card from your hand.
OP02,OP02-120,Uta,character,unimplemented,0,1,,,[On Play] DON!! −2 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Your Leader and all of your Characters gain +1000 power until the start of your next turn.
OP02,OP02-121,Kuzan,character,unimplemented,0,2,,yes,[Your Turn] Give all of your opponent's Characters −5 cost. [On Play] K.O. up to 1 of your opponent's Characters with a cost of 0.
OP03,OP03-001,Portgas.D.Ace,leader,unimplemented,0,1,,yes,"When this Leader attacks or is attacked, you may trash any number of Event or Stage cards from your hand. This Leader gains +1000 power during this battle for every card trashed."
OP03,OP03-002,Adio,character,unimplemented,0,1,,yes,[DON!! x1] [When Attacking] Your opponent cannot activate a [Blocker] Character that has 2000 or less power during this battle.
OP03,OP03-003,Izo,character,complete,1,1,onPlay,yes,"[On Play] Look at 5 cards from the top of your deck; reveal up to 1 card with a type including ""Whitebeard Pirates"" other than [Izo] and add it to your hand. Then, place the rest at the bottom of your deck in any order."
OP03,OP03-004,Curiel,character,keyword,0,0,,,This Character cannot attack a Leader on the turn in which it is played.[DON!! x1] This Character gains [Rush].(This card can attack on the turn in which it is played.)
OP03,OP03-005,Thatch,character,unimplemented,0,1,,yes,"[Activate: Main] [Once Per Turn] This Character gains +2000 power during this turn. Then, trash this Character at the end of this turn."
OP03,OP03-006,Speed Jil,character,unimplemented,0,1,,yes,Whitebeard Pirates
OP03,OP03-007,Namule,character,unimplemented,0,1,,yes,Fish-Man/Whitebeard Pirates
OP03,OP03-008,Buggy,character,partial,1,2,onPlay,yes,"This Character cannot be K.O.'d in battle by <Slash> attribute cards.[On Play] Look at 5 cards from the top of your deck; reveal up to 1 red Event and add it to your hand. Then, place the rest at the bottom of your deck in any order."
OP03,OP03-009,Haruta,character,complete,1,1,activateMain,yes,[Activate: Main] [Once Per Turn] Give up to 1 rested DON!! card to your Leader or 1 of your Characters.
OP03,OP03-010,Fossa,character,keyword,0,0,,,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)"
OP03,OP03-011,Blamenco,character,complete,1,1,whenAttacking,,[DON!! x1] [When Attacking] Give up to 1 of your opponent's Characters −2000 power during this turn.
OP03,OP03-012,Marshall.D.Teach,character,unimplemented,0,1,,yes,"[When Attacking] You may trash 1 of your red Characters with 4000 power or more: Draw 1 card. Then, this Character gains +1000 power during this battle."
OP03,OP03-013,Marco,character,partial,1,2,onPlay,yes,[Your Turn] [On Play] K.O. up to 1 of your opponent's Characters with 3000 power or less.[On K.O.] You may trash 1 Event from your hand: You may play this Character card from your trash rested.
OP03,OP03-014,Monkey.D.Garp,character,unimplemented,0,1,,yes,[When Attacking] Play up to 1 red Character card with a cost of 1 from your hand.
OP03,OP03-015,Lim,character,unimplemented,0,1,,,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[Opponent's Turn] When this Character is K.O.'d, give up to 1 of your opponent's Leader or Character cards −2000 power during this turn."
OP03,OP03-016,Flame Emperor,event,partial,1,2,trigger,yes,"[Main] If your Leader is [Portgas.D.Ace], K.O. up to 1 of your opponent's Characters with 8000 power or less, and your Leader gains [Double Attack] and +3000 power during this turn.(This card deals 2 damage.) [Trigger] K.O. up to 1 of your opponent's Characters with 6000 power or less."
OP03,OP03-017,Cross Fire,event,partial,1,4,counter,yes,"[Main]/[Counter] If your Leader's type includes ""Whitebeard Pirates"", give up to 1 of your opponent's Characters −4000 power during this turn. [Trigger] Activate this card's [Main] effect."
OP03,OP03-018,Fire Fist,event,partial,1,2,trigger,yes,[Main] You may trash 1 Event from your hand: K.O. up to 1 of your opponent's Characters with 5000 power or less and up to 1 of your opponent's Characters with 4000 power or less. [Trigger] K.O. up to 1 of your opponent's Characters with 5000 power or less.
OP03,OP03-019,Fiery Doll,event,partial,1,2,activateMain,yes,[Main] Your Leader gains +4000 power during this turn. [Trigger] Give up to 1 of your opponent's Leader or Character cards -10000 power during this turn.
OP03,OP03-020,Striker,stage,unimplemented,0,1,,yes,"[Activate: Main] ② (You may rest the specified number of DON!! cards in your cost area.) You may rest this Stage: If your Leader is [Portgas.D.Ace], look at 5 cards from the top of your deck; reveal up to 1 Event and add it to your hand. Then, place the rest at the bottom of your deck in any order."
OP03,OP03-021,Kuro,leader,unimplemented,0,1,,yes,"[Activate: Main] ③ (You may rest the specified number of DON!! cards in your cost area.) You may rest 2 of your {East Blue} type Characters: Set this Leader as active, and rest up to 1 of your opponent's Characters with a cost of 5 or less."
OP03,OP03-022,Arlong,leader,unimplemented,0,2,,yes,[DON!! x2] [When Attacking] ① (You may rest the specified number of DON!! cards in your cost area.): Play up to 1 Character card with a cost of 4 or less and a [Trigger] from your hand.
OP03,OP03-023,Alvida,character,unimplemented,0,1,,yes,East Blue/Alvida Pirates
OP03,OP03-024,Gin,character,complete,1,1,onPlay,yes,"[On Play] If your Leader has the {East Blue} type, rest up to 2 of your opponent's Characters with a cost of 4 or less."
OP03,OP03-025,Krieg,character,unimplemented,0,1,,yes,[On Play] You may trash 1 card from your hand: K.O. up to 2 of your opponent's rested Characters with a cost of 4 or less.[DON!! x1] This Character gains [Double Attack].(This card deals 2 damage.)
OP03,OP03-026,Kuroobi,character,partial,1,2,onPlay,yes,"[On Play] If your Leader has the {East Blue} type, rest up to 1 of your opponent's Characters. [Trigger] Play this card."
OP03,OP03-027,Sham,character,unimplemented,0,1,,yes,"[On Play] If your Leader has the {East Blue} type, rest up to 1 of your opponent's Characters with a cost of 2 or less and, if you don't have [Buchi], play up to 1 [Buchi] from your hand."
OP03,OP03-028,Jango,character,unimplemented,0,1,,yes,[On Play] Choose one:- Set up to 1 of your {East Blue} type Leader or Character cards with a cost of 6 or less as active.- Rest this Character and up to 1 of your opponent's Characters.
OP03,OP03-029,Chew,character,unimplemented,0,2,,yes,[On Play] K.O. up to 1 of your opponent's rested Characters with a cost of 4 or less. [Trigger] Play this card.
OP03,OP03-030,Nami,character,partial,1,2,onPlay,yes,"[On Play] Look at 5 cards from the top of your deck; reveal up to 1 green {East Blue} type card other than [Nami] and add it to your hand. Then, place the rest at the bottom of your deck in any order. [Trigger] Play this card."
OP03,OP03-031,Pearl,character,keyword,0,0,,,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)"
OP03,OP03-032,Buggy,character,unimplemented,0,1,,yes,This Character cannot be K.O.'d in battle by <Slash> attribute cards.
OP03,OP03-033,Hatchan,character,unimplemented,0,1,,yes,"[Trigger] If your Leader has the {East Blue} type, play this card."
OP03,OP03-034,Buchi,character,unimplemented,0,1,,yes,[On Play] K.O. up to 1 of your opponent's rested Characters with a cost of 2 or less.
OP03,OP03-035,Momoo,character,unimplemented,0,1,,yes,Animal/East Blue
OP03,OP03-036,Out-of-the-Bag,event,unimplemented,0,2,,yes,[Main] You may rest 1 of your {East Blue} type Characters: Set up to 1 of your [Kuro] cards as active. [Trigger] K.O. up to 1 of your opponent's rested Characters with a cost of 3 or less.
OP03,OP03-037,Tooth Attack,event,unimplemented,0,3,,yes,[Main] You may rest 1 of your {East Blue} type Characters: K.O. up to 1 of your opponent's rested Characters with a cost of 3 or less. [Trigger] Play up to 1 Character card with a cost of 4 or less and a [Trigger] from your hand.
OP03,OP03-038,Deathly Poison Gas Bomb MH5,event,complete,2,2,activateMain|trigger,yes,[Main] Rest up to 2 of your opponent's Characters with a cost of 2 or less. [Trigger] Rest up to 1 of your opponent's Characters with a cost of 5 or less.
OP03,OP03-039,"One, Two, Jango",event,complete,2,2,activateMain|trigger,yes,"[Main] Rest up to 1 of your opponent's Characters with a cost of 1 or less. Then, up to 1 of your Characters gains +1000 power during this turn. [Trigger] Rest up to 1 of your opponent's Characters with a cost of 4 or less."
OP03,OP03-040,Nami,leader,unimplemented,0,1,,yes,"When your deck is reduced to 0, you win the game instead of losing, according to the rules.[DON!! x1] When this Leader's attack deals damage to your opponent's Life, you may trash 1 card from the top of your deck."
OP03,OP03-041,Usopp,character,unimplemented,0,1,,yes,"[Rush] (This card can attack on the turn in which it is played.)[DON!! x1] When this Character's attack deals damage to your opponent's Life, you may trash 7 cards from the top of your deck."
OP03,OP03-042,Usopp's Pirate Crew,character,unimplemented,0,1,,yes,[On Play] Add up to 1 blue [Usopp] from your trash to your hand.
OP03,OP03-043,Gaimon,character,unimplemented,0,1,,yes,"When you deal damage to your opponent's Life, you may trash 3 cards from the top of your deck. If you do, trash this Character."
OP03,OP03-044,Kaya,character,complete,1,1,onPlay,yes,[On Play] Draw 2 cards and trash 2 cards from your hand.
OP03,OP03-045,Carne,character,unimplemented,0,1,,yes,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[Opponent's Turn] If you have 20 or less cards in your deck, this Character gains +3000 power."
OP03,OP03-046,Genzo,character,unimplemented,0,1,,yes,East Blue
OP03,OP03-047,Zeff,character,unimplemented,0,2,,yes,"[DON!! x1] When this Character's attack deals damage to your opponent's Life, you may trash 7 cards from the top of your deck. [On Play] You may return up to 1 Character with a cost of 3 or less to the owner's hand, and you may trash 2 cards from the top of your deck."
OP03,OP03-048,Nojiko,character,complete,1,1,onPlay,yes,"[On Play] If your Leader is [Nami], return up to 1 of your opponent's Characters with a cost of 5 or less to the owner's hand."
OP03,OP03-049,Patty,character,unimplemented,0,1,,yes,"[On Play] If you have 20 or less cards in your deck, return up to 1 Character with a cost of 3 or less to the owner's hand."
OP03,OP03-050,Boodle,character,complete,1,1,onKO,yes,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On K.O.] You may trash 1 card from the top of your deck."
OP03,OP03-051,Bell-mère,character,partial,1,2,onKO,yes,"[DON!! x1] When this Character's attack deals damage to your opponent's Life, you may trash 7 cards from the top of your deck.[On K.O.] You may trash 3 cards from the top of your deck."
OP03,OP03-052,Merry,character,unimplemented,0,1,,yes,East Blue
OP03,OP03-053,Yosaku & Johnny,character,unimplemented,0,1,,yes,"[DON!! x1] If you have 20 or less cards in your deck, this Character gains +2000 power."
OP03,OP03-054,Usopp's Rubber Band of Doom!!!,event,partial,1,2,trigger,yes,"[Counter] Up to 1 of your Leader or Character cards gains +2000 power during this battle. Then, you may trash 1 card from the top of your deck. [Trigger] Draw 1 card and you may trash 1 card from the top of your deck."
OP03,OP03-055,Gum-Gum Giant Gavel,event,unimplemented,0,2,,yes,"[Counter] You may trash 1 card from your hand: Up to 1 of your Leader gains +4000 power during this battle. Then, you may trash 2 cards from the top of your deck. [Trigger] Return up to 1 Character with a cost of 4 or less to the owner's hand."
OP03,OP03-056,Sanji's Pilaf,event,partial,1,3,activateMain,yes,[Main] Draw 2 cards. [Trigger] Activate this card's [Main] effect.
OP03,OP03-057,Three Thousand Worlds,event,unimplemented,0,2,,yes,[Main] Place up to 1 Character with a cost of 5 or less at the bottom of the owner's deck. [Trigger] Place up to 1 Character with a cost of 3 or less at the bottom of the owner's deck.
OP03,OP03-058,Iceburg,leader,unimplemented,0,2,,yes,This Leader cannot attack.[Activate: Main] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.) You may rest this Leader: Play up to 1 {Galley-La Company} type Character card with a cost of 5 or less from your hand.
OP03,OP03-059,Kaku,character,keyword,0,0,,,"[When Attacking] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): This Character gains [Banish] during this battle.(When this card deals damage, the target card is trashed without activating its Trigger.)"
OP03,OP03-060,Kalifa,character,unimplemented,0,1,,yes,[When Attacking] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Draw 2 cards and trash 1 card from your hand.
OP03,OP03-061,Kiwi & Mozu,character,unimplemented,0,1,,yes,Water Seven/The Franky Family
OP03,OP03-062,Kokoro,character,complete,1,1,onPlay,yes,"[On Play] Look at 5 cards from the top of your deck; reveal up to 1 {Water Seven} type card other than [Kokoro] and add it to your hand. Then, place the rest at the bottom of your deck in any order."
OP03,OP03-063,Zambai,character,unimplemented,0,1,,yes,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On Play] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): If your Leader has the {Water Seven} type, draw 1 card."
OP03,OP03-064,Tilestone,character,unimplemented,0,1,,yes,"[On K.O.] If your Leader has the {Galley-La Company} type, add up to 1 DON!! card from your DON!! deck and rest it."
OP03,OP03-065,Chimney & Gonbe,character,keyword,0,0,,,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)"
OP03,OP03-066,Paulie,character,unimplemented,0,1,,yes,"[On Play] ➁ (You may rest the specified number of DON!! cards in your cost area.): Add up to 1 DON!! card from your DON!! deck and set it as active. Then, if you have 8 or more DON!! cards on your field, K.O. up to 1 of your opponent's Characters with a cost of 4 or less."
OP03,OP03-067,Peepley Lulu,character,unimplemented,0,1,,yes,"[DON!! x1] [When Attacking] If your Leader has the {Galley-La Company} type, add up to 1 DON!! card from your DON!! deck and rest it."
OP03,OP03-068,Minozebra,character,unimplemented,0,1,,yes,"[Banish] (When this card deals damage, the target card is trashed without activating its Trigger.)[On K.O.] If your Leader has the {Impel Down} type, add up to 1 DON!! card from your DON!! deck and rest it."
OP03,OP03-069,Minorhinoceros,character,complete,1,1,onKO,yes,"[On K.O.] If your Leader has the {Impel Down} type, draw 2 cards and trash 1 card from your hand."
OP03,OP03-070,Monkey.D.Luffy,character,unimplemented,0,1,,yes,[On Play] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.) You may trash 1 Character card with a cost of 5 from your hand: This Character gains [Rush] during this turn.(This card can attack on the turn in which it is played.)
OP03,OP03-071,Rob Lucci,character,complete,1,1,whenAttacking,yes,[When Attacking] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Rest up to 1 of your opponent's Characters with a cost of 5 or less.
OP03,OP03-072,Gum-Gum Jet Gatling,event,partial,1,2,trigger,yes,[Counter] You may trash 1 card from your hand: Up to 1 of your Leader or Character cards gains +3000 power during this battle. [Trigger] Add up to 1 DON!! card from your DON!! deck and set it as active.
OP03,OP03-073,Hull Dismantler Slash,event,partial,1,3,activateMain,yes,"[Main] DON!! -1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): If your Leader has the {Water Seven} type, K.O. up to 1 of your opponent's Characters with a cost of 2 or less. [Trigger] Activate this card's [Main] effect."
OP03,OP03-074,Top Knot,event,unimplemented,0,3,,yes,[Main] DON!! -2 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Place up to 1 of your opponent's Characters with a cost of 4 or less at the bottom of the owner's deck. [Trigger] Activate this card's [Main] effect.
OP03,OP03-075,Galley-La Company,stage,unimplemented,0,1,,yes,"[Activate: Main] You may rest this Stage: If your Leader is [Iceburg], add up to 1 DON!! card from your DON!! deck and rest it."
OP03,OP03-076,Rob Lucci,leader,unimplemented,0,1,,yes,"[Your Turn] [Once Per Turn] You may trash 2 cards from your hand: When your opponent's Character is K.O.'d, set this Leader as active."
OP03,OP03-077,Charlotte Linlin,leader,unimplemented,0,1,,yes,"[DON!! x2] [When Attacking] ② (You may rest the specified number of DON!! cards in your cost area.) You may trash 1 card from your hand: If you have 1 or less Life cards, add up to 1 card from the top of your deck to the top of your Life cards."
OP03,OP03-078,Issho,character,unimplemented,0,2,,yes,"[DON!! x1] [Your Turn] Give all of your opponent's Characters −3 cost.[On Play] If your opponent has 6 or more cards in their hand, trash 2 cards from your opponent's hand."
OP03,OP03-079,Vergo,character,unimplemented,0,1,,yes,[DON!! x1] This Character cannot be K.O.'d in battle.
OP03,OP03-080,Kaku,character,unimplemented,0,1,,yes,"[On Play] You may place 2 cards with a type including ""CP"" from your trash at the bottom of your deck in any order: K.O. up to 1 of your opponent's Characters with a cost of 3 or less."
OP03,OP03-081,Kalifa,character,unimplemented,0,1,,yes,"[On Play] Draw 2 cards and trash 2 cards from your hand. Then, give up to 1 of your opponent's Characters −2 cost during this turn."
OP03,OP03-082,Kumadori,character,unimplemented,0,1,,yes,CP9
OP03,OP03-083,Corgy,character,unimplemented,0,1,,yes,"[On Play] Look at 5 cards from the top of your deck and trash up to 2 cards. Then, place the rest at the bottom of your deck in any order."
OP03,OP03-084,Jerry,character,unimplemented,0,1,,yes,CP6
OP03,OP03-085,Jabra,character,unimplemented,0,1,,yes,CP9
OP03,OP03-086,Spandam,character,unimplemented,0,1,,yes,"[On Play] If your Leader's type includes ""CP"", look at 3 cards from the top of your deck; reveal up to 1 card with a type including ""CP"" other than [Spandam] and add it to your hand. Then, trash the rest."
OP03,OP03-087,Nero,character,unimplemented,0,1,,yes,CP9
OP03,OP03-088,Fukurou,character,unimplemented,0,1,,yes,"This Character cannot be K.O.'d by effects.[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)"
OP03,OP03-089,Brannew,character,unimplemented,0,1,,yes,"[On Play] Look at 3 cards from the top of your deck; reveal up to 1 {Navy} type card other than [Brannew] and add it to your hand. Then, trash the rest."
OP03,OP03-090,Blueno,character,unimplemented,0,1,,yes,"[DON!! x1] This Character gains [Blocker].(After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On K.O.] Play up to 1 Character card with a type including ""CP"" and a cost of 4 or less from your trash rested."
OP03,OP03-091,Helmeppo,character,unimplemented,0,1,,yes,[On Play] Set the cost of up to 1 of your opponent's Characters with no base effect to 0 during this turn.
OP03,OP03-092,Rob Lucci,character,unimplemented,0,1,,yes,"[On Play] You may place 2 cards with a type including ""CP"" from your trash at the bottom of your deck in any order: This Character gains [Rush] during this turn.(This card can attack on the turn in which it is played.)"
OP03,OP03-093,Wanze,character,unimplemented,0,1,,yes,"[On Play] You may trash 1 card from your hand: If your Leader's type includes ""CP"", K.O. up to 1 of your opponent's Characters with a cost of 1 or less."
OP03,OP03-094,Air Door,event,unimplemented,0,2,,yes,"[Main] If your Leader's type includes ""CP"", look at 5 cards from the top of your deck; play up to 1 Character card with a type including ""CP"" and a cost of 5 or less. Then, trash the rest. [Trigger] Play up to 1 black Character card with a cost of 3 or less from your trash."
OP03,OP03-095,Soap Sheep,event,unimplemented,0,2,,yes,[Main] Give up to 2 of your opponent's Characters -2 cost during this turn. [Trigger] Your opponent trashes 1 card from their hand.
OP03,OP03-096,Tempest Kick Sky Slicer,event,complete,2,2,activateMain|trigger,yes,[Main] K.O. up to 1 of your opponent's Characters with a cost of 0 or your opponent's Stages with a cost of 3 or less. [Trigger] Draw 2 cards.
OP03,OP03-097,Six King Pistol,event,partial,1,2,trigger,yes,"[Counter] You may trash 1 card from your hand: Up to 1 of your Leader or Character cards gains +3000 power during this battle. [Trigger] Draw 1 card. Then, K.O. up to 1 of your opponent's Characters with a cost of 1 or less."
OP03,OP03-098,Enies Lobby,stage,unimplemented,0,2,,yes,"[Activate: Main] You may rest this Stage: If your Leader's type includes ""CP"", give up to 1 of your opponent's Characters -2 cost during this turn. [Trigger] Play this card."
OP03,OP03-099,Charlotte Katakuri,leader,unimplemented,0,1,,yes,"[DON!! x1] [When Attacking] Look at up to 1 card from the top of your or your opponent's Life cards, and place it at the top or bottom of the Life cards. Then, this Leader gains +1000 power during this battle."
OP03,OP03-100,Kingbaum,character,unimplemented,0,1,,yes,[Trigger] You may trash 1 card from the top or bottom of your Life cards: Play this card.
OP03,OP03-102,Sanji,character,unimplemented,0,1,,yes,[DON!! x2] [When Attacking] You may add 1 card from the top or bottom of your Life cards to your hand: Add up to 1 card from the top of your deck to the top of your Life cards.
OP03,OP03-103,Bobbin the Disposer,character,unimplemented,0,1,,yes,Big Mom Pirates
OP03,OP03-104,Shirley,character,unimplemented,0,1,,yes,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On Play] Look at up to 1 card from the top of your or your opponent's Life cards, and place it at the top or bottom of the Life cards."
OP03,OP03-105,Charlotte Oven,character,unimplemented,0,2,,yes,[DON!! x1] [When Attacking] You may trash 1 card with a [Trigger] from your hand: This Character gains +3000 power during this battle.
OP03,OP03-106,Charlotte Opera,character,unimplemented,0,1,,yes,Big Mom Pirates
OP03,OP03-107,Charlotte Galette,character,keyword,0,0,,,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)"
OP03,OP03-108,Charlotte Cracker,character,unimplemented,0,2,,yes,"[DON!! x1] If you have less Life cards than your opponent, this Character gains [Double Attack] and +1000 power.(This card deals 2 damage.) [Trigger] You may trash 1 card from your hand: Play this card."
OP03,OP03-109,Charlotte Chiffon,character,unimplemented,0,1,,yes,[On Play] You may trash 1 card from the top or bottom of your Life cards: Add up to 1 card from the top of your deck to the top of your Life cards.
OP03,OP03-110,Charlotte Smoothie,character,partial,1,2,whenAttacking,yes,[When Attacking] You may add 1 card from the top or bottom of your Life cards to your hand: This Character gains +2000 power during this battle. [Trigger] You may trash 1 card from your hand: Play this card.
OP03,OP03-111,Charlotte Praline,character,unimplemented,0,1,,yes,Merfolk/The Sun Pirates
OP03,OP03-112,Charlotte Pudding,character,complete,1,1,onPlay,yes,"[On Play] Look at 4 cards from the top of your deck; reveal up to 1 [Sanji] or {Big Mom Pirates} type card other than [Charlotte Pudding] and add it to your hand. Then, place the rest at the bottom of your deck in any order."
OP03,OP03-113,Charlotte Perospero,character,unimplemented,0,2,,yes,"[On K.O.] Look at 3 cards from the top of your deck; reveal up to 1 {Big Mom Pirates} type card and add it to your hand. Then, place the rest at the bottom of your deck in any order. [Trigger] You may trash 1 card from your hand: Play this card."
OP03,OP03-114,Charlotte Linlin,character,unimplemented,0,1,,yes,"[On Play] If your Leader has the {Big Mom Pirates} type, add up to 1 card from the top of your deck to the top of your Life cards. Then, trash up to 1 card from the top of your opponent's Life cards."
OP03,OP03-115,Streusen,character,partial,1,2,trigger,yes,[On Play] You may trash 1 card with a [Trigger] from your hand: K.O. up to 1 of your opponent's Characters with a cost of 1 or less.
OP03,OP03-116,Shirahoshi,character,partial,1,2,onPlay,yes,[On Play] Draw 3 cards and trash 2 cards from your hand. [Trigger] Play this card.
OP03,OP03-117,Napoleon,character,unimplemented,0,2,,yes,[Activate: Main] You may rest this Character: Up to 1 of your [Charlotte Linlin] cards gains +1000 power until the start of your next turn. [Trigger] Play this card.
OP03,OP03-118,Ikoku Sovereignty,event,partial,1,2,counter,yes,[Counter] Up to 1 of your Leader or Character cards gains +5000 power during this battle. [Trigger] You may trash 2 cards from your hand: Add up to 1 card from the top of your deck to the top of your Life cards.
OP03,OP03-119,Buzz Cut Mochi,event,unimplemented,0,3,,yes,"[Main] If you have less Life cards than your opponent, K.O. up to 1 of your opponent's Characters with a cost of 4 or less. [Trigger] Play up to 1 Character card with a cost of 4 or less and a [Trigger] from your hand."
OP03,OP03-120,Tropical Torment,event,unimplemented,0,3,,yes,"[Main] If your opponent has 4 or more Life cards, trash up to 1 card from the top of your opponent's Life cards. [Trigger] Activate this card's [Main] effect."
OP03,OP03-121,Thunder Bolt,event,partial,1,2,trigger,yes,[Main] You may trash 1 card from the top of your Life cards: K.O. up to 1 of your opponent's Characters with a cost of 5 or less. [Trigger] K.O. up to 1 of your opponent's Characters with a cost of 5 or less.
OP03,OP03-122,Sogeking,character,unimplemented,0,2,,yes,"Also treat this card's name as [Usopp] according to the rules.[On Play] Return up to 1 Character with a cost of 6 or less to the owner's hand. Then, draw 2 cards and trash 2 cards from your hand."
OP03,OP03-123,Charlotte Katakuri,character,unimplemented,0,1,,yes,[On Play] Add up to 1 Character with a cost of 8 or less to the top or bottom of the owner's Life cards face-up.
